,source,target,delta_time,line_name
34,PETRUSEWICZA,DWORZEC AUTOBUSOWY,3.0,251
35,DWORZEC AUTOBUSOWY,EPI,2.0,251
36,EPI,Arkady (Capitol),3.0,251
37,Arkady (Capitol),pl. Legionów,3.0,251
38,pl. Legionów,Grabiszyńska,2.0,251
39,Grabiszyńska,Pereca,3.0,251
40,Pereca,Stalowa,2.0,251
41,Stalowa,pl. Srebrny,1.0,251
42,pl. Srebrny,Bzowa (Centrum Zajezdnia),1.0,251
43,Bzowa (Centrum Zajezdnia),Hutmen,2.0,251
44,Hutmen,FAT,2.0,251
45,FAT,GRABISZYŃSKA (Cmentarz),2.0,251
46,GRABISZYŃSKA (Cmentarz),GRABISZYŃSKA (Cmentarz II),1.0,251
47,GRABISZYŃSKA (Cmentarz II),OPORÓW,1.0,251
48,OPORÓW,Solskiego,1.0,251
49,Solskiego,Wiejska,3.0,251
50,Wiejska,Kadłubka,1.0,251
51,Kadłubka,Stanki,1.0,251
52,Stanki,Bukowskiego,1.0,251
53,Bukowskiego,RACŁAWICKA,1.0,251
54,RACŁAWICKA,Rymarska,1.0,251
55,Rymarska,Wawrzyniaka,2.0,251
56,Wawrzyniaka,Chłodna,1.0,251
57,Chłodna,Sowia,1.0,251
58,Sowia,KRZYKI,2.0,251
1,KRZYKI,Sowia,1.0,000a
2,Sowia,Chłodna,1.0,000a
3,Chłodna,Wawrzyniaka,1.0,000a
4,Wawrzyniaka,Rymarska,2.0,000a
5,Rymarska,RACŁAWICKA,1.0,000a
6,RACŁAWICKA,Bukowskiego,1.0,000a
7,Bukowskiego,Stanki,1.0,000a
8,Stanki,Kadłubka,1.0,000a
9,Kadłubka,Wiejska,1.0,000a
10,Wiejska,Solskiego,2.0,000a
11,Solskiego,GRABISZYŃSKA (Cmentarz),3.0,000a
12,GRABISZYŃSKA (Cmentarz),FAT,3.0,000a
13,FAT,Aleja Pracy,3.0,000a
14,Aleja Pracy,Inżynierska,2.0,000a
15,Inżynierska,Krucza (Mielecka),2.0,000a
16,Krucza (Mielecka),Krucza,2.0,000a
17,Krucza,Pl. Hirszfelda,3.0,000a
18,Pl. Hirszfelda,Arkady (Capitol),9.0,000a
19,Arkady (Capitol),Dworzec Główny (Dworcowa),4.0,000a
20,Dworzec Główny (Dworcowa),skwer Krasińskiego,1.0,000a
21,skwer Krasińskiego,Krasińskiego,1.0,000a
22,Krasińskiego,Urząd Wojewódzki (Muzeum Narodowe),3.0,000a
23,Urząd Wojewódzki (Muzeum Narodowe),Katedra,2.0,000a
24,Katedra,Ogród Botaniczny,2.0,000a
25,Ogród Botaniczny,Wyszyńskiego,2.0,000a
26,Wyszyńskiego,Damrota,1.0,000a
27,Damrota,KROMERA,5.0,000a
28,KROMERA,Berenta,3.0,000a
29,Berenta,pl. Daniłowskiego,2.0,000a
30,pl. Daniłowskiego,Przybyszewskiego,1.0,000a
31,Przybyszewskiego,Czajkowskiego,1.0,000a
32,Czajkowskiego,KOSZAROWA (Uniwersytet),2.0,000a
33,KOSZAROWA (Uniwersytet),KOSZAROWA (Szpital),1.0,000a
1,PRACZE ODRZAŃSKIE,PRACZE ODRZAŃSKIE,0.0,245
2,PRACZE ODRZAŃSKIE,PRACZE ODRZAŃSKIE (Stacja kolejowa),1.0,245
3,PRACZE ODRZAŃSKIE (Stacja kolejowa),STABŁOWICKA (Ośrodek zdrowia),1.0,245
4,STABŁOWICKA (Ośrodek zdrowia),Główna,1.0,245
5,Główna,Wełniana,2.0,245
6,Wełniana,Chwałkowska,1.0,245
7,Chwałkowska,Jędrzejowska,2.0,245
8,Jędrzejowska,Brodzka,1.0,245
9,Brodzka,Kozia,1.0,245
10,Kozia,Północna,1.0,245
11,Północna,Maślicka (Staw),1.0,245
12,Maślicka (Staw),Maślice Małe (Brodnicka),1.0,245
13,Maślice Małe (Brodnicka),Rędzińska (Cmentarz),1.0,245
14,Rędzińska (Cmentarz),Maślicka (Osiedle),1.0,245
15,Maślicka (Osiedle),TARCZYŃSKI ARENA (Królewiecka),3.0,245
16,TARCZYŃSKI ARENA (Królewiecka),Dworska,1.0,245
17,Dworska,Górnicza,2.0,245
18,Górnicza,KOZANÓW (Dokerska),1.0,245
19,KOZANÓW (Dokerska),KOZANÓW,2.0,245
20,KOZANÓW,Dzielna,1.0,245
21,Dzielna,Wiślańska,1.0,245
22,Wiślańska,Kolista,2.0,245
23,Kolista,Wejherowska,4.0,245
24,Wejherowska,Rysia,2.0,245
25,Rysia,Popowice,2.0,245
26,Popowice,POPOWICE (Stacja kolejowa),1.0,245
27,POPOWICE (Stacja kolejowa),DŁUGA (Politechnika),1.0,245
28,DŁUGA (Politechnika),Poznańska,1.0,245
29,Poznańska,Szczepin,2.0,245
30,Szczepin,Inowrocławska,1.0,245
31,Inowrocławska,PL. SOLIDARNOŚCI,2.0,245
32,PL. SOLIDARNOŚCI,PL. JANA PAWŁA II,3.0,245
33,PL. JANA PAWŁA II,Rynek,2.0,245
34,Rynek,Świdnicka,2.0,245
35,Świdnicka,GALERIA DOMINIKAŃSKA,3.0,245
36,GALERIA DOMINIKAŃSKA,Wzgórze Partyzantów,2.0,245
37,Wzgórze Partyzantów,DWORZEC GŁÓWNY,3.0,245
38,DWORZEC GŁÓWNY,DWORZEC GŁÓWNY,1.0,245
39,DWORZEC GŁÓWNY,DWORZEC AUTOBUSOWY,3.0,245
40,DWORZEC AUTOBUSOWY,Dyrekcyjna,2.0,245
41,Dyrekcyjna,Borowska,3.0,245
42,Borowska,PETRUSEWICZA,3.0,245
43,PETRUSEWICZA,Joannitów,2.0,245
44,Joannitów,Gajowa,1.0,245
45,Gajowa,Prudnicka,2.0,245
46,Prudnicka,Kamienna,2.0,245
47,Kamienna,Bardzka,3.0,245
48,Bardzka,Nyska,1.0,245
49,Nyska,Tarnogajska,1.0,245
50,Tarnogajska,Klimasa,2.0,245
51,Klimasa,TARNOGAJ,1.0,245
52,TARNOGAJ,Gazowa,1.0,245
53,Gazowa,Wiaduktowa,1.0,245
54,Wiaduktowa,Topolowa,2.0,245
55,Topolowa,BROCHÓW (Stacja kolejowa),2.0,245
56,BROCHÓW (Stacja kolejowa),Chińska,1.0,245
57,Chińska,BROCHÓW,1.0,245
58,BROCHÓW,Ziemniaczana,2.0,245
59,Ziemniaczana,Arabska,1.0,245
60,Arabska,BIEŃKOWICE,1.0,245
1,PETRUSEWICZA,DWORZEC AUTOBUSOWY,3.0,242
2,DWORZEC AUTOBUSOWY,DWORZEC GŁÓWNY,3.0,242
3,DWORZEC GŁÓWNY,Wzgórze Partyzantów,2.0,242
4,Wzgórze Partyzantów,GALERIA DOMINIKAŃSKA,2.0,242
5,GALERIA DOMINIKAŃSKA,Hala Targowa,2.0,242
6,Hala Targowa,Dubois,3.0,242
7,Dubois,pl. Bema,3.0,242
8,pl. Bema,Na Szańcach,1.0,242
9,Na Szańcach,Jedności Narodowej,1.0,242
10,Jedności Narodowej,Nowowiejska,2.0,242
11,Nowowiejska,Daszyńskiego,1.0,242
12,Daszyńskiego,Mosty Warszawskie,1.0,242
13,Mosty Warszawskie,KROMERA,3.0,242
14,KROMERA,Kromera (Czajkowskiego),2.0,242
15,Kromera (Czajkowskiego),Grudziądzka,1.0,242
16,Grudziądzka,Brücknera,3.0,242
17,Brücknera,Olsztyńska,2.0,242
18,Olsztyńska,Kowalska 56,1.0,242
19,Kowalska 56,Kowale (Stacja kolejowa),1.0,242
20,Kowale (Stacja kolejowa),Działdowska,1.0,242
21,Działdowska,KOWALE,2.0,242
22,KOWALE,KOWALE,1.0,242
1,LEŚNICA,Jeleniogórska,1.0,243
2,Jeleniogórska,Śnieżna,1.0,243
3,Śnieżna,Ciechocińska,1.0,243
4,Ciechocińska,Wojanowska,1.0,243
5,Wojanowska,Arachidowa,1.0,243
6,Arachidowa,Olbrachtowska,1.0,243
7,Olbrachtowska,Stoszowska,1.0,243
8,Stoszowska,Fieldorfa,1.0,243
9,Fieldorfa,Fieldorfa (Szpital),1.0,243
10,Fieldorfa (Szpital),Kosmonautów (Szpital),4.0,243
11,Kosmonautów (Szpital),Grabowa,1.0,243
12,Grabowa,Aleja Architektów,1.0,243
13,Aleja Architektów,Glinianki,2.0,243
14,Glinianki,Tarczyński Arena (Lotnicza),2.0,243
15,Tarczyński Arena (Lotnicza),PILCZYCE,1.0,243
16,PILCZYCE,Metalowców,2.0,243
17,Metalowców,Szybowcowa,1.0,243
18,Szybowcowa,Bulwar Dedala,1.0,243
19,Bulwar Dedala,Bystrzycka,2.0,243
20,Bystrzycka,Hynka,1.0,243
21,Hynka,Drzewieckiego,1.0,243
22,Drzewieckiego,Orlińskiego,1.0,243
23,Orlińskiego,Na Ostatnim Groszu,2.0,243
24,Na Ostatnim Groszu,Kwiska,3.0,243
25,Kwiska,Małopanewska,1.0,243
26,Małopanewska,Niedźwiedzia,1.0,243
27,Niedźwiedzia,ZACHODNIA (Stacja kolejowa),2.0,243
28,ZACHODNIA (Stacja kolejowa),pl. Strzegomski (Muzeum Współczesne),1.0,243
29,pl. Strzegomski (Muzeum Współczesne),Młodych Techników,1.0,243
30,Młodych Techników,PL. JANA PAWŁA II,3.0,243
31,PL. JANA PAWŁA II,Rynek,2.0,243
32,Rynek,Narodowe Forum Muzyki,1.0,243
33,Narodowe Forum Muzyki,Renoma,2.0,243
34,Renoma,Arkady (Capitol),2.0,243
35,Arkady (Capitol),EPI,2.0,243
36,EPI,DWORZEC AUTOBUSOWY,1.0,243
37,DWORZEC AUTOBUSOWY,Dyrekcyjna,3.0,243
38,Dyrekcyjna,PETRUSEWICZA,1.0,243
39,PETRUSEWICZA,DWORZEC AUTOBUSOWY,4.0,243
40,DWORZEC AUTOBUSOWY,DWORZEC GŁÓWNY,3.0,243
41,DWORZEC GŁÓWNY,Wzgórze Partyzantów,2.0,243
42,Wzgórze Partyzantów,GALERIA DOMINIKAŃSKA,2.0,243
43,GALERIA DOMINIKAŃSKA,pl. Wróblewskiego,4.0,243
44,pl. Wróblewskiego,pl. Zgody (Muzeum Etnograficzne),5.0,243
45,pl. Zgody (Muzeum Etnograficzne),Na Niskich Łąkach,2.0,243
46,Na Niskich Łąkach,Krakowska,2.0,243
47,Krakowska,KRAKOWSKA (Centrum handlowe),1.0,243
48,KRAKOWSKA (Centrum handlowe),Armii Krajowej,1.0,243
49,Armii Krajowej,Park Wschodni,2.0,243
50,Park Wschodni,Karwińska,2.0,243
51,Karwińska,KSIĘŻE MAŁE,2.0,243
52,KSIĘŻE MAŁE,Zagłębiowska,1.0,243
53,Zagłębiowska,Sosnowiecka,1.0,243
54,Sosnowiecka,Brochowska,1.0,243
55,Brochowska,KSIĘŻE WIELKIE,1.0,243
1,PETRUSEWICZA,DWORZEC AUTOBUSOWY,3.0,244
2,DWORZEC AUTOBUSOWY,DWORZEC GŁÓWNY,3.0,244
3,DWORZEC GŁÓWNY,Wzgórze Partyzantów,2.0,244
4,Wzgórze Partyzantów,GALERIA DOMINIKAŃSKA,2.0,244
5,GALERIA DOMINIKAŃSKA,Hala Targowa,2.0,244
6,Hala Targowa,Dubois,3.0,244
7,Dubois,pl. Bema,3.0,244
8,pl. Bema,Na Szańcach,1.0,244
9,Na Szańcach,Jedności Narodowej,1.0,244
10,Jedności Narodowej,Nowowiejska,2.0,244
11,Nowowiejska,Daszyńskiego,2.0,244
12,Daszyńskiego,Słonimskiego,2.0,244
13,Słonimskiego,Zakładowa,2.0,244
14,Zakładowa,Broniewskiego,4.0,244
15,Broniewskiego,Bałtycka,2.0,244
16,Bałtycka,Bezpieczna,2.0,244
17,Bezpieczna,Paprotna,2.0,244
18,Paprotna,Irysowa,1.0,244
19,Irysowa,Obornicka (Obwodnica),2.0,244
20,Obornicka (Obwodnica),Ostowa (Muzeum Militarne),2.0,244
21,Ostowa (Muzeum Militarne),Pełczyńska (Stacja kolejowa),1.0,244
22,Pełczyńska (Stacja kolejowa),Kominiarska,1.0,244
23,Kominiarska,Lipa Piotrowska,1.0,244
24,Lipa Piotrowska,Tymiankowa,1.0,244
25,Tymiankowa,Cynamonowa,1.0,244
26,Cynamonowa,Waniliowa,1.0,244
27,Waniliowa,KMINKOWA,2.0,244
1,OSIEDLE SOBIESKIEGO,Królewska,1.0,150
2,Królewska,PSIE POLE (Stacja kolejowa),3.0,150
3,PSIE POLE (Stacja kolejowa),BIERUTOWSKA (Ośrodek zdrowia),2.0,150
4,BIERUTOWSKA (Ośrodek zdrowia),Dobroszycka,1.0,150
5,Dobroszycka,PSIE POLE (Stacja kolejowa),1.0,150
6,PSIE POLE (Stacja kolejowa),Psie Pole (Rondo Lotników Polskich),1.0,150
7,Psie Pole (Rondo Lotników Polskich),MULICKA,1.0,150
8,MULICKA,Gorlicka,1.0,150
9,Gorlicka,Szewczenki,1.0,150
10,Szewczenki,Poleska,1.0,150
11,Poleska,Kiełczowska,1.0,150
12,Kiełczowska,Żmudzka,1.0,150
13,Żmudzka,Kowieńska,1.0,150
14,Kowieńska,Inflancka,1.0,150
15,Inflancka,LITEWSKA,1.0,150
1,Mirków - skrzy. Polna,Mirków - Kiełczowska (na wys. nr 14),1.0,936
2,Mirków - Kiełczowska (na wys. nr 14),Mirków - Sportowa,4.0,936
3,Mirków - Sportowa,BIERUTOWSKA (Wiadukt),3.0,936
4,BIERUTOWSKA (Wiadukt),Bierutowska 75,1.0,936
5,Bierutowska 75,Bierutowska,1.0,936
6,Bierutowska,Bierutowska 65,0.0,936
7,Bierutowska 65,Dobroszycka,1.0,936
8,Dobroszycka,PSIE POLE (Stacja kolejowa),1.0,936
9,PSIE POLE (Stacja kolejowa),Psie Pole (Rondo Lotników Polskich),1.0,936
10,Psie Pole (Rondo Lotników Polskich),Kopańskiego,2.0,936
11,Kopańskiego,Wallenroda,1.0,936
12,Wallenroda,Przedwiośnie (Stacja kolejowa),1.0,936
13,Przedwiośnie (Stacja kolejowa),Azaliowa,2.0,936
14,Azaliowa,Pawłowice,1.0,936
15,Pawłowice,Starodębowa,1.0,936
16,Starodębowa,Pawłowicka,2.0,936
17,Pawłowicka,Przebiśniegowa,1.0,936
18,Przebiśniegowa,Ramiszów,4.0,936
19,Ramiszów,Pasikurowice - cmentarz,3.0,936
20,Pasikurowice - cmentarz,Pasikurowice - skrzy. Malinowa,2.0,936
21,Pasikurowice - skrzy. Malinowa,Pasikurowice - Energetyczna,1.0,936
22,Pasikurowice - Energetyczna,Pasikurowice - n/ż,1.0,936
23,Pasikurowice - n/ż,Bukowina,2.0,936
24,Bukowina,Bukowina - skrzy.,2.0,936
25,Bukowina - skrzy.,Bąków,1.0,936
26,Bąków,Łozina - Wrocławska (na wys. nr 18),3.0,936
27,Łozina - Wrocławska (na wys. nr 18),Łozina - Nowego Osiedla I,2.0,936
28,Łozina - Nowego Osiedla I,Łozina - Nowego Osiedla II,1.0,936
29,Łozina - Nowego Osiedla II,Tokary - centrum,3.0,936
30,Tokary - centrum,Tokary - osiedle,1.0,936
31,Tokary - osiedle,Siedlec - skrzy. Osiedlowa,2.0,936
32,Siedlec - skrzy. Osiedlowa,Siedlec - stacja,0.0,936
33,Siedlec - stacja,Godzieszowa (na wys. nr 8),1.0,936
34,Godzieszowa (na wys. nr 8),Godzieszowa - transformator,1.0,936
1,Nowy Dwór,Chociebuska,2.0,909
2,Chociebuska,Nowy Dwór (Rogowska),1.0,909
3,Nowy Dwór (Rogowska),Nowy Dwór (Stacja kolejowa),1.0,909
4,Nowy Dwór (Stacja kolejowa),Kołobrzeska,2.0,909
5,Kołobrzeska,Szczecińska,2.0,909
6,Szczecińska,Żerniki,2.0,909
7,Żerniki,Strachowicka,1.0,909
8,Strachowicka,Żernicka,1.0,909
9,Żernicka,Jerzmanowska nr 9,1.0,909
10,Jerzmanowska nr 9,Jerzmanowska nr 17,1.0,909
11,Jerzmanowska nr 17,Jerzmanowo (Cmentarz I),3.0,909
12,Jerzmanowo (Cmentarz I),Piołunowa,1.0,909
13,Piołunowa,Jasińskiej,1.0,909
14,Jasińskiej,Adamczewskich,1.0,909
15,Adamczewskich,Kośnego,1.0,909
16,Kośnego,Krzeptowska,2.0,909
17,Krzeptowska,Jarnołtowska (Samotworska),1.0,909
18,Jarnołtowska (Samotworska),Samotworska,1.0,909
19,Samotworska,Gałowska,1.0,909
20,Gałowska,Samotwór - Dębowa,1.0,909
21,Samotwór - Dębowa,Samotwór - Leśna,2.0,909
1,MULICKA,Psie Pole (Rondo Lotników Polskich),1.0,931
2,Psie Pole (Rondo Lotników Polskich),KIEŁCZOWSKA (LZN),2.0,931
3,KIEŁCZOWSKA (LZN),Poleska,1.0,931
4,Poleska,Kiełczowska,1.0,931
5,Kiełczowska,Żmudzka,1.0,931
6,Żmudzka,Kiełczowska (Cmentarz),1.0,931
7,Kiełczowska (Cmentarz),Kiełczów - Sosnowa,1.0,931
8,Kiełczów - Sosnowa,Kiełczów - Biedronka,1.0,931
9,Kiełczów - Biedronka,Kiełczów - Wrocławska,1.0,931
10,Kiełczów - Wrocławska,Kiełczów - pętla (Plac Jana Gdaka),1.0,931
11,Kiełczów - pętla (Plac Jana Gdaka),Kiełczów - WODROL,2.0,931
12,Kiełczów - WODROL,Kiełczów - Rzeczna,1.0,931
13,Kiełczów - Rzeczna,Kiełczówek - Sielska Zagroda,1.0,931
14,Kiełczówek - Sielska Zagroda,Kiełczówek,1.0,931
15,Kiełczówek,Kiełczówek - pętla,1.0,931
1,KROMERA,KROMERA,2.0,132
2,KROMERA,Berenta,3.0,132
3,Berenta,pl. Daniłowskiego,2.0,132
4,pl. Daniłowskiego,Kasprowicza,1.0,132
5,Kasprowicza,Syrokomli,2.0,132
6,Syrokomli,Pola,1.0,132
7,Pola,Broniewskiego,4.0,132
8,Broniewskiego,Trzebnicka,3.0,132
9,Trzebnicka,DWORZEC NADODRZE,2.0,132
10,DWORZEC NADODRZE,Paulińska,2.0,132
11,Paulińska,Dubois,3.0,132
12,Dubois,Rynek,5.0,132
13,Rynek,PL. JANA PAWŁA II,3.0,132
14,PL. JANA PAWŁA II,Młodych Techników,2.0,132
15,Młodych Techników,Strzegomska (Muzeum Współczesne),2.0,132
16,Strzegomska (Muzeum Współczesne),Śrubowa,2.0,132
17,Śrubowa,Wrocławski Park Przemysłowy,1.0,132
18,Wrocławski Park Przemysłowy,Dolnośląska Szkoła Wyższa,2.0,132
19,Dolnośląska Szkoła Wyższa,Fabryczna,2.0,132
20,Fabryczna,Otyńska,2.0,132
21,Otyńska,Strzegomska 148,2.0,132
22,Strzegomska 148,Nowodworska,2.0,132
23,Nowodworska,Nowy Dwór,2.0,132
24,Nowy Dwór,Rogowska,2.0,132
25,Rogowska,MIŃSKA (Rondo Rotm. Pileckiego),4.0,132
26,MIŃSKA (Rondo Rotm. Pileckiego),Tyrmanda,2.0,132
27,Tyrmanda,Zagony,1.0,132
28,Zagony,Muchobór Wielki,2.0,132
29,Muchobór Wielki,Stanisławowska (W.K. Formaty),3.0,132
30,Stanisławowska (W.K. Formaty),Awicenny (Stacja kolejowa),3.0,132
31,Awicenny (Stacja kolejowa),Awicenny,1.0,132
32,Awicenny,Chachaja,3.0,132
33,Chachaja,Jordanowska,3.0,132
34,Jordanowska,Wiejska,4.0,132
35,Wiejska,Solskiego,2.0,132
36,Solskiego,OPORÓW,1.0,132
1,OPORÓW,OPORÓW,1.0,907
2,OPORÓW,Solskiego,1.0,907
3,Solskiego,Wiejska,1.0,907
4,Wiejska,Jordanowska,2.0,907
5,Jordanowska,Mokronos Dolny - Parkowa/Stawowa,3.0,907
6,Mokronos Dolny - Parkowa/Stawowa,Cesarzowice skrz.,2.0,907
7,Cesarzowice skrz.,Jaszkotle - kościół,2.0,907
8,Jaszkotle - kościół,Pietrzykowice - Wrocławska/Stawowa,2.0,907
9,Pietrzykowice - Wrocławska/Stawowa,Pietrzykowice - Sportowa/Główna,1.0,907
10,Pietrzykowice - Sportowa/Główna,Pietrzykowice - Sportowa/pętla,1.0,907
1,PL. JANA PAWŁA II,Inowrocławska,2.0,104
2,Inowrocławska,Szczepin,2.0,104
3,Szczepin,LITOMSKA (ZUS),1.0,104
4,LITOMSKA (ZUS),Poznańska,2.0,104
5,Poznańska,DŁUGA (Politechnika),1.0,104
6,DŁUGA (Politechnika),POPOWICE (Stacja kolejowa),2.0,104
7,POPOWICE (Stacja kolejowa),Popowice,2.0,104
8,Popowice,Rysia,2.0,104
9,Rysia,Wejherowska,2.0,104
10,Wejherowska,Kolista,3.0,104
11,Kolista,Wiślańska,2.0,104
12,Wiślańska,Dzielna,1.0,104
13,Dzielna,KOZANÓW,1.0,104
14,KOZANÓW,Modra,1.0,104
15,Modra,Górnicza,3.0,104
16,Górnicza,Dworska,1.0,104
17,Dworska,TARCZYŃSKI ARENA (Królewiecka),1.0,104
18,TARCZYŃSKI ARENA (Królewiecka),Maślicka (Osiedle),1.0,104
19,Maślicka (Osiedle),Rędzińska (Cmentarz),1.0,104
20,Rędzińska (Cmentarz),Turoszowska,2.0,104
21,Turoszowska,RĘDZIŃSKA,1.0,104
1,LEŚNICA,RUBCZAKA (Stacja kolejowa),2.0,938
2,RUBCZAKA (Stacja kolejowa),Rubczaka,1.0,938
3,Rubczaka,Średzka,1.0,938
4,Średzka,Eluarda,2.0,938
5,Eluarda,Zajazdowa,1.0,938
6,Zajazdowa,Krępicka - szkoła,1.0,938
7,Krępicka - szkoła,Krępicka,1.0,938
8,Krępicka,Krępicka,0.0,938
9,Krępicka,Mokrzańska,1.0,938
10,Mokrzańska,ŻAR,3.0,938
11,ŻAR,Wróblowice Innowacyjna,3.0,938
12,Wróblowice Innowacyjna,Lutynia Rondo,1.0,938
13,Lutynia Rondo,Lutynia Osiedle ul. Wschodnia,3.0,938
14,Lutynia Osiedle ul. Wschodnia,Lutynia Centrum,4.0,938
1,PL. JANA PAWŁA II,PL. JANA PAWŁA II,5.0,103
2,PL. JANA PAWŁA II,Inowrocławska,2.0,103
3,Inowrocławska,Szczepin,2.0,103
4,Szczepin,LITOMSKA (ZUS),1.0,103
5,LITOMSKA (ZUS),Poznańska,2.0,103
6,Poznańska,DŁUGA (Politechnika),1.0,103
7,DŁUGA (Politechnika),POPOWICE (Stacja kolejowa),2.0,103
8,POPOWICE (Stacja kolejowa),Popowice,2.0,103
9,Popowice,Rysia,2.0,103
10,Rysia,Wejherowska,2.0,103
11,Wejherowska,Kolista,4.0,103
12,Kolista,Modra,2.0,103
13,Modra,Górnicza,3.0,103
14,Górnicza,Dworska,1.0,103
15,Dworska,TARCZYŃSKI ARENA (Królewiecka),1.0,103
16,TARCZYŃSKI ARENA (Królewiecka),Maślicka (Osiedle),1.0,103
17,Maślicka (Osiedle),Rędzińska (Cmentarz),1.0,103
18,Rędzińska (Cmentarz),Maślice Małe (Brodnicka),1.0,103
19,Maślice Małe (Brodnicka),Śliwowa,1.0,103
20,Śliwowa,Maślicka (Staw),1.0,103
21,Maślicka (Staw),Północna,1.0,103
22,Północna,Kozia,1.0,103
23,Kozia,Brodzka,1.0,103
24,Brodzka,Jędrzejowska,2.0,103
25,Jędrzejowska,Chwałkowska,1.0,103
26,Chwałkowska,Wełniana,1.0,103
27,Wełniana,Główna,3.0,103
28,Główna,STABŁOWICKA (Ośrodek zdrowia),1.0,103
29,STABŁOWICKA (Ośrodek zdrowia),Stabłowicka,1.0,103
30,Stabłowicka,PRACZE ODRZAŃSKIE (Stacja kolejowa),0.0,103
31,PRACZE ODRZAŃSKIE (Stacja kolejowa),PRACZE ODRZAŃSKIE,1.0,103
1,PL. GRUNWALDZKI,Bujwida,2.0,151
2,Bujwida,Kochanowskiego,2.0,151
3,Kochanowskiego,Śniadeckich,2.0,151
4,Śniadeckich,Zacisze,2.0,151
5,Zacisze,Kwidzyńska,2.0,151
6,Kwidzyńska,Brücknera,2.0,151
7,Brücknera,C.H. Korona,2.0,151
8,C.H. Korona,Zielna,2.0,151
9,Zielna,Psie Pole,1.0,151
10,Psie Pole,Psie Pole (Rondo Lotników Polskich),2.0,151
11,Psie Pole (Rondo Lotników Polskich),Zakrzowska,1.0,151
12,Zakrzowska,Kopańskiego,1.0,151
13,Kopańskiego,Wallenroda,1.0,151
14,Wallenroda,Przedwiośnie (Stacja kolejowa),1.0,151
15,Przedwiośnie (Stacja kolejowa),Azaliowa,2.0,151
16,Azaliowa,Pawłowice,1.0,151
17,Pawłowice,Starodębowa,1.0,151
18,Starodębowa,Pawłowicka,1.0,151
19,Pawłowicka,Przebiśniegowa,1.0,151
20,Przebiśniegowa,PAWŁOWICE (Widawska),1.0,151
1,PL. JANA PAWŁA II,PL. JANA PAWŁA II,5.0,102
2,PL. JANA PAWŁA II,Inowrocławska,2.0,102
3,Inowrocławska,Szczepin,2.0,102
4,Szczepin,Głogowska,1.0,102
5,Głogowska,Niedźwiedzia,3.0,102
6,Niedźwiedzia,Kwiska,5.0,102
7,Kwiska,Kolista,6.0,102
8,Kolista,Modra,2.0,102
9,Modra,Górnicza,3.0,102
10,Górnicza,Dworska,1.0,102
11,Dworska,TARCZYŃSKI ARENA (Królewiecka),1.0,102
12,TARCZYŃSKI ARENA (Królewiecka),Maślicka (Osiedle),1.0,102
13,Maślicka (Osiedle),Rędzińska (Cmentarz),1.0,102
14,Rędzińska (Cmentarz),Maślice Małe (Brodnicka),1.0,102
15,Maślice Małe (Brodnicka),Śliwowa,1.0,102
16,Śliwowa,Maślicka (Staw),1.0,102
17,Maślicka (Staw),Północna,1.0,102
18,Północna,Kozia,1.0,102
19,Kozia,Brodzka,1.0,102
20,Brodzka,Jędrzejowska,2.0,102
21,Jędrzejowska,Chwałkowska,1.0,102
22,Chwałkowska,Wełniana,1.0,102
23,Wełniana,Główna,3.0,102
24,Główna,Park Stabłowicki,1.0,102
25,Park Stabłowicki,Stabłowice,1.0,102
26,Stabłowice,Wojanowska,1.0,102
27,Wojanowska,Arachidowa,1.0,102
28,Arachidowa,Olbrachtowska,1.0,102
29,Olbrachtowska,Stoszowska,1.0,102
30,Stoszowska,Fieldorfa,1.0,102
31,Fieldorfa,Fieldorfa (Szpital),1.0,102
32,Fieldorfa (Szpital),Kosmonautów (Szpital),4.0,102
1,KROMERA,KROMERA,2.0,105
2,KROMERA,Berenta,3.0,105
3,Berenta,pl. Daniłowskiego,2.0,105
4,pl. Daniłowskiego,Kasprowicza,1.0,105
5,Kasprowicza,Syrokomli,2.0,105
6,Syrokomli,Pola,1.0,105
7,Pola,Broniewskiego,4.0,105
8,Broniewskiego,Bałtycka,2.0,105
9,Bałtycka,Bezpieczna,2.0,105
10,Bezpieczna,Paprotna,2.0,105
11,Paprotna,Irysowa,1.0,105
12,Irysowa,Obornicka (Obwodnica),2.0,105
13,Obornicka (Obwodnica),Ostowa (Muzeum Militarne),2.0,105
14,Ostowa (Muzeum Militarne),Pełczyńska (Stacja kolejowa),1.0,105
15,Pełczyńska (Stacja kolejowa),Kominiarska,1.0,105
16,Kominiarska,Lipa Piotrowska,1.0,105
17,Lipa Piotrowska,Perzowa,1.0,105
18,Perzowa,Zajączkowska,3.0,105
19,Zajączkowska,ŚWINIARY,2.0,105
1,KROMERA,KROMERA,2.0,930
2,KROMERA,Mosty Warszawskie,2.0,930
3,Mosty Warszawskie,Daszyńskiego,1.0,930
4,Daszyńskiego,Słonimskiego,2.0,930
5,Słonimskiego,Zakładowa,2.0,930
6,Zakładowa,Broniewskiego,4.0,930
7,Broniewskiego,Kamieńskiego,1.0,930
8,Kamieńskiego,Mochnackiego,2.0,930
9,Mochnackiego,Gąsiorowskiego,1.0,930
10,Gąsiorowskiego,Jutrosińska,1.0,930
11,Jutrosińska,Kamieńskiego (Szpital),1.0,930
12,Kamieńskiego (Szpital),Milicka,1.0,930
13,Milicka,Kątowa,1.0,930
14,Kątowa,Ługowa,1.0,930
